epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
79,178.417,0.52754,0.82109,0.56835,0.90436,0,0.95275,0.68228,0.83715,0.5776,0.92735,0.65561,0.75081,0.3826,1.04684,1.48976,0.8631,1.22165,0,0.000539057,0.000539057,0.000539057
80,180.621,0.55398,0.8353,0.60395,0.91417,0,0.78984,0.77602,0.84356,0.6093,0.90956,0.64737,0.75718,0.38728,0.98538,1.49693,0.82047,1.19619,0,0.000531725,0.000531725,0.000531725
81,182.833,0.52604,0.83874,0.54999,0.91022,0,0.86003,0.76865,0.85242,0.60881,0.84031,0.72646,0.78722,0.39296,0.98889,1.56175,0.81861,1.18322,0,0.000524392,0.000524392,0.000524392
82,185.039,0.53315,0.84331,0.56209,0.91007,0,0.82034,0.79029,0.85628,0.60265,0.91463,0.7015,0.78397,0.39879,0.98304,1.56609,0.84505,1.17664,0,0.000517059,0.000517059,0.000517059
83,187.256,0.51041,0.79974,0.53867,0.90469,0,0.88058,0.75939,0.85101,0.63136,0.86508,0.73083,0.80043,0.39284,0.94295,1.63552,0.82276,1.1435,0,0.000509727,0.000509727,0.000509727
84,189.5,0.54031,0.83844,0.56657,0.91492,0,0.80166,0.77172,0.85045,0.62835,0.94104,0.63634,0.80721,0.38512,0.95848,1.688,0.81979,1.14645,0,0.000502394,0.000502394,0.000502394
85,191.794,0.50975,0.78005,0.53621,0.89805,0,0.81701,0.78466,0.85386,0.62137,0.80044,0.76174,0.81235,0.37532,0.97047,1.69038,0.86271,1.15227,0,0.000495062,0.000495062,0.000495062
86,194.025,0.51038,0.8029,0.52734,0.90018,0,0.86732,0.72637,0.84548,0.61645,0.8452,0.70971,0.81213,0.37731,0.94757,1.68154,0.84791,1.15031,0,0.000487729,0.000487729,0.000487729
87,196.244,0.50998,0.80981,0.52982,0.89662,0,0.88726,0.7337,0.84014,0.61456,0.87731,0.71071,0.79206,0.38633,0.95939,1.61821,0.84654,1.14274,0,0.000480396,0.000480396,0.000480396
88,198.53,0.49799,0.7799,0.52108,0.90936,0,0.8524,0.72419,0.83512,0.61157,0.88182,0.68853,0.77087,0.40417,0.94635,1.54843,0.85049,1.1316,0,0.000473064,0.000473064,0.000473064
89,200.729,0.51271,0.79929,0.52672,0.89719,0,0.85623,0.78531,0.83635,0.63051,0.82653,0.68206,0.75688,0.40665,0.89387,1.44942,0.83278,1.1155,0,0.000465731,0.000465731,0.000465731
90,202.92,0.49641,0.77848,0.53935,0.90734,0,0.85339,0.752,0.82507,0.6273,0.8736,0.63988,0.75648,0.3971,0.90927,1.45323,0.85139,1.11981,0,0.000458399,0.000458399,0.000458399
91,205.175,0.51466,0.81557,0.53802,0.90442,0,0.87081,0.74553,0.83555,0.60673,0.82498,0.69288,0.76321,0.37618,0.99939,1.51757,0.84684,1.16084,0,0.000451066,0.000451066,0.000451066
