epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
123,443.791,0.48943,0.75346,0.37988,0.90792,0,0.71188,0.58437,0.64868,0.51235,0.83257,0.43571,0.57442,0.3088,0.89813,1.98983,1.31905,1.08149,0,0.000543037,0.000543037,0.000543037
124,447.252,0.47518,0.69794,0.36144,0.88709,0,0.72207,0.57105,0.64499,0.50912,0.81021,0.42857,0.56489,0.29833,0.87875,2.03269,1.29694,1.0687,0,0.000540037,0.000540037,0.000540037
125,450.699,0.48187,0.76617,0.35775,0.89608,0,0.75218,0.60079,0.6497,0.51487,0.78976,0.42143,0.5544,0.29237,0.84768,2.10531,1.29571,1.073,0,0.000537037,0.000537037,0.000537037
126,454.515,0.47779,0.73397,0.36373,0.8971,0,0.75051,0.59805,0.64837,0.51419,0.72504,0.46988,0.54573,0.29214,0.84223,2.12171,1.28422,1.08337,0,0.000534037,0.000534037,0.000534037
127,458.02,0.46805,0.72913,0.3555,0.89096,0,0.71038,0.57143,0.64521,0.50806,0.69064,0.50581,0.56824,0.30036,0.87746,2.07744,1.4005,1.09538,0,0.000531038,0.000531038,0.000531038
128,461.504,0.48984,0.74116,0.36724,0.89292,0,0.65666,0.60985,0.64288,0.50387,0.66565,0.49933,0.57673,0.30273,0.88538,2.08507,1.45539,1.09587,0,0.000528038,0.000528038,0.000528038
129,465.024,0.50888,0.78227,0.38515,0.89945,0,0.66338,0.65,0.65965,0.52527,0.66538,0.52143,0.59147,0.32227,0.8615,2.02082,1.45583,1.06289,0,0.000525038,0.000525038,0.000525038
130,468.677,0.48976,0.78405,0.36311,0.90164,0,0.72329,0.56582,0.65515,0.51658,0.69083,0.50761,0.58997,0.32829,0.88255,2.00254,1.47141,1.06703,0,0.000522039,0.000522039,0.000522039
131,472.332,0.45946,0.72913,0.35547,0.88585,0,0.77517,0.58289,0.66091,0.51995,0.72754,0.50521,0.59162,0.34125,0.84172,1.94024,1.44006,1.05531,0,0.000519039,0.000519039,0.000519039
132,476.034,0.46259,0.71048,0.34965,0.88394,0,0.80942,0.57812,0.66769,0.51937,0.76649,0.52208,0.59055,0.33861,0.85242,1.97249,1.40218,1.06911,0,0.000516039,0.000516039,0.000516039
133,479.792,0.47205,0.73066,0.36265,0.89633,0,0.728,0.63571,0.69825,0.516,0.72612,0.55102,0.61877,0.32667,0.96357,2.13081,1.33642,1.13946,0,0.00051304,0.00051304,0.00051304
134,483.521,0.46454,0.73152,0.35292,0.89693,0,0.7368,0.62231,0.70288,0.52365,0.70181,0.56955,0.61587,0.32197,0.93506,2.21853,1.26569,1.12747,0,0.00051004,0.00051004,0.00051004
135,487.247,0.4571,0.70812,0.35722,0.89491,0,0.86022,0.54539,0.69462,0.5581,0.81388,0.49368,0.60003,0.30703,0.82954,2.28299,1.26362,1.07867,0,0.00050704,0.00050704,0.00050704
136,490.918,0.48664,0.75635,0.35735,0.88789,0,0.8289,0.54274,0.67329,0.53523,0.78067,0.49274,0.57746,0.29758,0.8544,2.30853,1.3424,1.08665,0,0.00050404,0.00050404,0.00050404
137,494.639,0.48569,0.71887,0.36626,0.89305,0,0.81301,0.53171,0.66237,0.52667,0.76832,0.47848,0.56006,0.30702,0.9007,2.19671,1.47449,1.10743,0,0.000501041,0.000501041,0.000501041
138,498.408,0.45396,0.68638,0.35013,0.86971,0,0.82106,0.51803,0.66112,0.54051,0.78417,0.48777,0.57042,0.31873,0.87787,2.07658,1.50039,1.09065,0,0.000498041,0.000498041,0.000498041
139,502.228,0.47663,0.73745,0.35819,0.88755,0,0.87625,0.48358,0.65403,0.53187,0.86982,0.47143,0.58246,0.33144,0.88212,1.954,1.4695,1.08959,0,0.000495041,0.000495041,0.000495041
140,505.734,0.47186,0.76396,0.35407,0.894,0,0.84915,0.48958,0.65134,0.52857,0.83449,0.47672,0.57684,0.32367,0.88991,1.96194,1.40587,1.08876,0,0.000492042,0.000492042,0.000492042
141,509.158,0.45878,0.74542,0.34276,0.88006,0,0.79145,0.53957,0.66503,0.54072,0.7825,0.51107,0.59252,0.32989,0.86952,1.98221,1.24172,1.07673,0,0.000489042,0.000489042,0.000489042
142,512.637,0.47161,0.72135,0.34669,0.88,0,0.77642,0.55343,0.68185,0.55266,0.74648,0.52696,0.59735,0.33134,0.84067,2.00675,1.19932,1.06385,0,0.000486042,0.000486042,0.000486042
143,516.064,0.46172,0.71067,0.34918,0.89927,0,0.72647,0.58857,0.69069,0.55345,0.83649,0.47853,0.60052,0.33288,0.84447,1.99068,1.22361,1.09407,0,0.000483043,0.000483043,0.000483043
144,519.522,0.48173,0.75788,0.354,0.89794,0,0.77402,0.54528,0.68313,0.53709,0.78206,0.48075,0.5904,0.33299,0.88228,1.97336,1.25819,1.10418,0,0.000480043,0.000480043,0.000480043
145,523.169,0.45204,0.7281,0.34817,0.88396,0,0.70269,0.58991,0.69028,0.54771,0.76671,0.47542,0.58257,0.33592,0.83936,1.89985,1.2416,1.07067,0,0.000477043,0.000477043,0.000477043
146,526.689,0.47083,0.7236,0.34924,0.89905,0,0.72285,0.55821,0.65658,0.52726,0.76203,0.46937,0.56248,0.32191,0.81965,1.90386,1.27785,1.06106,0,0.000474043,0.000474043,0.000474043
147,530.308,0.456,0.69617,0.3552,0.88848,0,0.68105,0.59626,0.65579,0.51611,0.71658,0.49111,0.55623,0.30911,0.86029,1.9601,1.29054,1.0796,0,0.000471044,0.000471044,0.000471044
148,533.904,0.46345,0.70338,0.34251,0.88414,0,0.67193,0.59136,0.65205,0.51732,0.72862,0.4904,0.55357,0.31642,0.85015,1.93367,1.25764,1.06824,0,0.000468044,0.000468044,0.000468044
149,537.444,0.47194,0.74926,0.34409,0.89558,0,0.73762,0.60255,0.67165,0.5303,0.73021,0.50633,0.55282,0.32111,0.81034,1.90915,1.18261,1.03512,0,0.000465044,0.000465044,0.000465044
150,541.292,0.44755,0.68291,0.33296,0.88578,0,0.75459,0.61033,0.66794,0.52558,0.7287,0.52554,0.55289,0.3182,0.82804,1.92192,1.17687,1.04065,0,0.000462045,0.000462045,0.000462045
151,545.113,0.46571,0.72892,0.34677,0.88599,0,0.77906,0.62404,0.65283,0.52155,0.72439,0.52314,0.54635,0.30912,0.89303,1.95781,1.19128,1.07866,0,0.000459045,0.000459045,0.000459045
152,548.621,0.44631,0.68631,0.32543,0.88991,0,0.80701,0.61603,0.67001,0.53005,0.75817,0.50975,0.55443,0.31413,0.90085,1.94591,1.21804,1.08597,0,0.000456045,0.000456045,0.000456045
153,552.125,0.43408,0.66493,0.3304,0.87511,0,0.78929,0.574,0.68841,0.5489,0.7368,0.4919,0.56674,0.33341,0.84124,1.94492,1.23712,1.05088,0,0.000453046,0.000453046,0.000453046
154,555.581,0.44774,0.71927,0.34261,0.87308,0,0.77218,0.56757,0.68812,0.55052,0.75192,0.45714,0.57104,0.33616,0.818,1.98911,1.23321,1.03375,0,0.000450046,0.000450046,0.000450046
155,559.074,0.44848,0.69184,0.3417,0.87269,0,0.78856,0.52353,0.6902,0.54856,0.75455,0.4683,0.57939,0.33066,0.82944,1.98769,1.26536,1.03724,0,0.000447046,0.000447046,0.000447046
156,562.719,0.42602,0.65574,0.32512,0.87866,0,0.81135,0.50934,0.69531,0.56108,0.78322,0.47367,0.58627,0.33745,0.81205,1.95832,1.26095,1.04194,0,0.000444046,0.000444046,0.000444046
157,566.427,0.46258,0.74979,0.34849,0.88601,0,0.85983,0.51562,0.71042,0.57123,0.82399,0.47277,0.60711,0.34872,0.7853,1.96835,1.21662,1.04417,0,0.000441047,0.000441047,0.000441047
158,570.119,0.43917,0.69542,0.33434,0.87607,0,0.86749,0.51563,0.7211,0.57876,0.83491,0.47277,0.61148,0.35362,0.79258,2.00306,1.22401,1.05378,0,0.000438047,0.000438047,0.000438047
159,573.825,0.46261,0.69789,0.33973,0.88632,0,0.85132,0.53681,0.71377,0.57291,0.81836,0.49504,0.6099,0.34834,0.81125,2.10546,1.26091,1.06907,0,0.000435047,0.000435047,0.000435047
160,577.468,0.43086,0.67401,0.32629,0.88082,0,0.86293,0.51854,0.71018,0.57216,0.83244,0.4795,0.5989,0.34733,0.8077,2.11354,1.24932,1.07273,0,0.000432048,0.000432048,0.000432048
161,581.177,0.45112,0.72136,0.33071,0.88854,0,0.85099,0.50484,0.6979,0.56278,0.82198,0.47434,0.58001,0.33241,0.78529,2.10324,1.23136,1.07111,0,0.000429048,0.000429048,0.000429048
162,584.845,0.43948,0.73764,0.33328,0.87755,0,0.70916,0.60671,0.69358,0.56429,0.81417,0.48236,0.58378,0.33652,0.79935,2.07033,1.25591,1.07379,0,0.000426048,0.000426048,0.000426048
163,588.547,0.40129,0.64815,0.31507,0.86296,0,0.70102,0.64838,0.6928,0.56338,0.79445,0.47392,0.57305,0.3403,0.79345,2.00702,1.26585,1.062,0,0.000423049,0.000423049,0.000423049
164,592.262,0.43755,0.68821,0.33191,0.88056,0,0.68366,0.68397,0.69388,0.56981,0.7745,0.47562,0.58201,0.34215,0.76399,1.99984,1.21969,1.05058,0,0.000420049,0.000420049,0.000420049
