epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,1239.23,0.63038,0.80299,1.00547,0.77296,0.85949,0.88391,0.77267,0.503,0.63899,0.91933,0.000767375,0.000767375,0.000767375
41,1254.92,0.6458,0.81888,1.01167,0.84022,0.82701,0.90709,0.79382,0.48235,0.61459,0.91844,0.000755,0.000755,0.000755
42,1273.06,0.65283,0.81379,1.01694,0.8099,0.84364,0.89923,0.78763,0.50689,0.64192,0.93622,0.000742625,0.000742625,0.000742625
43,1287.23,0.62612,0.79848,1.00252,0.79299,0.87021,0.91674,0.80697,0.48186,0.58407,0.90955,0.00073025,0.00073025,0.00073025
44,1302.68,0.61498,0.78297,0.99705,0.76304,0.88292,0.90662,0.7989,0.47851,0.60918,0.90143,0.000717875,0.000717875,0.000717875
45,1318.3,0.59504,0.7523,0.98782,0.80934,0.83609,0.90111,0.7938,0.46946,0.6321,0.90403,0.0007055,0.0007055,0.0007055
46,1336.38,0.60039,0.76632,1.00374,0.78256,0.86028,0.90794,0.79666,0.48242,0.67492,0.91754,0.000693125,0.000693125,0.000693125
47,1354.93,0.58406,0.73043,0.98701,0.83213,0.8842,0.92723,0.82682,0.45757,0.59679,0.89819,0.00068075,0.00068075,0.00068075
48,1375.86,0.60953,0.75543,1.00023,0.83776,0.88662,0.93524,0.83909,0.4638,0.52614,0.89775,0.000668375,0.000668375,0.000668375
49,1583.72,0.57863,0.71334,0.98157,0.76706,0.87304,0.91443,0.8173,0.43652,0.67216,0.88499,0.000656,0.000656,0.000656
50,1804.77,0.59401,0.73075,0.99204,0.84348,0.86739,0.93302,0.83947,0.45696,0.56784,0.90124,0.000643625,0.000643625,0.000643625
51,1994.28,0.59816,0.72807,0.99645,0.84379,0.86443,0.93108,0.82925,0.46432,0.53309,0.90011,0.00063125,0.00063125,0.00063125
52,2135.54,0.58434,0.70988,0.98594,0.88666,0.81273,0.92456,0.82271,0.46599,0.55734,0.90174,0.000618875,0.000618875,0.000618875
53,2204.52,0.57867,0.70341,0.98256,0.8687,0.87658,0.94505,0.84598,0.44946,0.53746,0.89171,0.0006065,0.0006065,0.0006065
54,2271.42,0.56975,0.6797,0.97933,0.83233,0.87645,0.93392,0.84316,0.45286,0.52737,0.89507,0.000594125,0.000594125,0.000594125
55,2364.15,0.57659,0.68382,0.98145,0.8829,0.88911,0.95248,0.85846,0.44049,0.49367,0.89556,0.00058175,0.00058175,0.00058175
56,2430.65,0.55727,0.67769,0.96907,0.86238,0.88845,0.95453,0.86255,0.42572,0.53219,0.88472,0.000569375,0.000569375,0.000569375
57,2497.23,0.56448,0.64941,0.97466,0.89542,0.88385,0.95559,0.86131,0.4362,0.47176,0.8895,0.000557,0.000557,0.000557
58,2564.4,0.5479,0.66447,0.96374,0.88418,0.89308,0.96296,0.86993,0.41856,0.45963,0.8816,0.000544625,0.000544625,0.000544625
59,2631.55,0.55508,0.6394,0.96676,0.74821,0.66393,0.75767,0.63824,0.67002,1.22967,1.05871,0.00053225,0.00053225,0.00053225
60,2700.04,0.54436,0.63649,0.96363,0.91765,0.90286,0.97162,0.88249,0.42066,0.41854,0.87962,0.000519875,0.000519875,0.000519875
61,2768.62,0.55592,0.61788,0.96869,0.90301,0.91548,0.96645,0.875,0.42375,0.44328,0.87881,0.0005075,0.0005075,0.0005075
62,2837.13,0.54516,0.60757,0.96316,0.86623,0.91121,0.96107,0.86821,0.43002,0.45758,0.89075,0.000495125,0.000495125,0.000495125
63,2904.28,0.53107,0.61112,0.95448,0.85692,0.91578,0.96199,0.87261,0.41782,0.46478,0.88594,0.00048275,0.00048275,0.00048275
64,2971.74,0.53408,0.59052,0.95908,0.91398,0.92907,0.97318,0.88704,0.42084,0.40542,0.87667,0.000470375,0.000470375,0.000470375
65,3040.48,0.52629,0.57656,0.95272,0.91522,0.88848,0.96024,0.87188,0.41277,0.43845,0.87954,0.000458,0.000458,0.000458
66,3105.78,0.53196,0.61601,0.95882,0.89923,0.93556,0.97086,0.88448,0.41634,0.40996,0.87902,0.000445625,0.000445625,0.000445625
67,3172.06,0.51376,0.56907,0.95192,0.90204,0.93064,0.97524,0.89097,0.41176,0.39884,0.8764,0.00043325,0.00043325,0.00043325
68,3193.87,0.51543,0.58325,0.95182,0.92251,0.9054,0.97159,0.88862,0.40143,0.39787,0.87603,0.000420875,0.000420875,0.000420875
69,3209.21,0.50545,0.56639,0.94645,0.91103,0.94061,0.97478,0.89034,0.40915,0.40175,0.87808,0.0004085,0.0004085,0.0004085
70,3223.73,0.50223,0.55837,0.94668,0.88215,0.82135,0.93151,0.81793,0.51807,0.59602,0.93819,0.000396125,0.000396125,0.000396125
71,3238.23,0.5079,0.56375,0.94819,0.87742,0.94533,0.97228,0.89303,0.39458,0.41773,0.87127,0.00038375,0.00038375,0.00038375
72,3252.74,0.49232,0.53164,0.93919,0.91043,0.93821,0.97193,0.89021,0.3985,0.39023,0.87248,0.000371375,0.000371375,0.000371375
73,3267.09,0.50118,0.54553,0.94527,0.9234,0.92517,0.9776,0.90164,0.39036,0.39756,0.86875,0.000359,0.000359,0.000359
74,3281.49,0.5079,0.56653,0.9466,0.89873,0.91388,0.9663,0.88781,0.39325,0.4504,0.87025,0.000346625,0.000346625,0.000346625
75,3295.83,0.50236,0.55092,0.94444,0.91229,0.90395,0.97063,0.89293,0.39445,0.425,0.87382,0.00033425,0.00033425,0.00033425
76,3310.14,0.48142,0.51632,0.93215,0.96072,0.92942,0.98203,0.90569,0.39373,0.35233,0.87129,0.000321875,0.000321875,0.000321875
77,3325.84,0.48655,0.5288,0.94114,0.92305,0.95107,0.97986,0.90551,0.37835,0.35736,0.86386,0.0003095,0.0003095,0.0003095
78,3340.74,0.47628,0.51439,0.9339,0.96669,0.92912,0.98185,0.90845,0.38383,0.3477,0.86666,0.000297125,0.000297125,0.000297125
79,3355.45,0.468,0.49878,0.92668,0.93825,0.95724,0.98276,0.90588,0.38618,0.3449,0.86733,0.00028475,0.00028475,0.00028475
80,3369.13,0.47747,0.52249,0.9363,0.96792,0.94384,0.9845,0.90914,0.37862,0.34974,0.86099,0.000272375,0.000272375,0.000272375
81,3384.5,0.46388,0.4924,0.92101,0.92931,0.91423,0.98072,0.90408,0.39058,0.4003,0.86811,0.00026,0.00026,0.00026
82,3400.46,0.46791,0.49316,0.93297,0.94893,0.95086,0.98357,0.90908,0.37539,0.33654,0.86285,0.000247625,0.000247625,0.000247625
83,3416.06,0.45427,0.486,0.93104,0.95144,0.95029,0.98393,0.90776,0.38054,0.33755,0.86403,0.00023525,0.00023525,0.00023525
84,3432.05,0.46389,0.48482,0.92817,0.95505,0.9512,0.98467,0.91313,0.38226,0.33579,0.86387,0.000222875,0.000222875,0.000222875
85,3448.93,0.46127,0.48819,0.92663,0.96699,0.9535,0.98321,0.9149,0.38065,0.32267,0.86194,0.0002105,0.0002105,0.0002105
86,3465.64,0.44456,0.48165,0.92531,0.97002,0.94961,0.98538,0.91769,0.37027,0.32059,0.86008,0.000198125,0.000198125,0.000198125
87,3482.53,0.44358,0.4683,0.92895,0.94785,0.95746,0.98482,0.91621,0.37343,0.33242,0.85812,0.00018575,0.00018575,0.00018575
88,3498.78,0.44722,0.47859,0.92322,0.93913,0.91934,0.98213,0.91105,0.37633,0.36272,0.8587,0.000173375,0.000173375,0.000173375
89,3515.28,0.44451,0.47222,0.9292,0.9539,0.96721,0.98492,0.91422,0.3739,0.32892,0.86028,0.000161,0.000161,0.000161
90,3531.54,0.43686,0.45243,0.91869,0.95219,0.95498,0.98589,0.91359,0.37443,0.31216,0.86395,0.000148625,0.000148625,0.000148625
91,3576.8,0.32093,0.30132,0.83532,0.95827,0.97141,0.98627,0.91197,0.37713,0.32075,0.8629,0.00013625,0.00013625,0.00013625
92,3592.89,0.31909,0.29727,0.82943,0.94726,0.93913,0.98334,0.91069,0.38647,0.34305,0.86663,0.000123875,0.000123875,0.000123875
93,3609.07,0.31068,0.27931,0.82443,0.95089,0.9549,0.98399,0.91419,0.38004,0.33341,0.86199,0.0001115,0.0001115,0.0001115
94,3625.38,0.31596,0.28557,0.82977,0.96306,0.97089,0.98549,0.91329,0.37101,0.30844,0.85778,9.9125e-05,9.9125e-05,9.9125e-05
95,3643.06,0.2991,0.27342,0.82602,0.9711,0.95909,0.98501,0.91603,0.37405,0.31436,0.86408,8.675e-05,8.675e-05,8.675e-05
96,3659.56,0.29556,0.26482,0.82379,0.96463,0.95186,0.9848,0.91574,0.37024,0.31441,0.86241,7.4375e-05,7.4375e-05,7.4375e-05
97,3675.91,0.29625,0.26398,0.82473,0.95677,0.96885,0.98588,0.91736,0.36855,0.3063,0.86054,6.2e-05,6.2e-05,6.2e-05
98,3692.37,0.29541,0.25827,0.82546,0.96243,0.96398,0.98581,0.91917,0.37085,0.30466,0.86157,4.9625e-05,4.9625e-05,4.9625e-05
99,3708.47,0.28644,0.25622,0.82124,0.96299,0.96082,0.98586,0.92011,0.36489,0.30746,0.85961,3.725e-05,3.725e-05,3.725e-05
100,3724.59,0.28485,0.25145,0.82545,0.95419,0.96738,0.98656,0.92174,0.36174,0.30047,0.85802,2.4875e-05,2.4875e-05,2.4875e-05
