epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,1464.23,0.8103,1.15854,1.22527,0.64863,0.84843,0.75642,0.62348,0.58832,0.8841,1.05131,0.00097775,0.00097775,0.00097775
24,1527.6,0.79254,1.13658,1.21716,0.58409,0.88326,0.70602,0.57036,0.57367,0.91149,1.02997,0.000965375,0.000965375,0.000965375
25,1590.95,0.78597,1.14148,1.21034,0.68209,0.88749,0.76248,0.65002,0.53669,0.82351,1.02596,0.000953,0.000953,0.000953
26,1654.33,0.76614,1.10022,1.19958,0.66264,0.89455,0.76286,0.63839,0.53378,0.83163,1.01441,0.000940625,0.000940625,0.000940625
27,1717.74,0.78352,1.09114,1.21557,0.66867,0.88525,0.78531,0.66455,0.53958,0.82629,1.03651,0.00092825,0.00092825,0.00092825
28,1781.05,0.7705,1.08568,1.20221,0.63785,0.89846,0.75072,0.63267,0.52935,0.82116,1.01758,0.000915875,0.000915875,0.000915875
29,1844.44,0.75833,1.07034,1.18474,0.65374,0.89797,0.75086,0.62092,0.54927,0.82139,1.03017,0.0009035,0.0009035,0.0009035
30,1907.82,0.73896,1.05935,1.18127,0.65066,0.92623,0.74691,0.6312,0.51393,0.79582,0.99794,0.000891125,0.000891125,0.000891125
31,1971.45,0.72934,1.02166,1.17222,0.67231,0.89585,0.78935,0.67588,0.5271,0.78343,1.02106,0.00087875,0.00087875,0.00087875
32,2035.09,0.72328,1.04504,1.16195,0.67399,0.91695,0.76216,0.64969,0.51505,0.74407,0.98465,0.000866375,0.000866375,0.000866375
33,2098.54,0.70469,1.02009,1.15278,0.6965,0.9093,0.76606,0.64384,0.5309,0.7757,1.01159,0.000854,0.000854,0.000854
34,2161.7,0.70115,1.00459,1.14947,0.6863,0.90461,0.77653,0.66286,0.5126,0.77307,1.00467,0.000841625,0.000841625,0.000841625
35,2225.35,0.71658,1.02037,1.15791,0.70921,0.91007,0.79266,0.67042,0.51682,0.73984,1.00324,0.00082925,0.00082925,0.00082925
36,2288.7,0.69362,0.9985,1.15245,0.6817,0.91909,0.75311,0.6352,0.49725,0.74937,0.99165,0.000816875,0.000816875,0.000816875
37,2352.32,0.67715,0.96395,1.13271,0.68357,0.88409,0.79011,0.67986,0.49687,0.76936,0.99992,0.0008045,0.0008045,0.0008045
38,2415.74,0.68288,0.97457,1.14338,0.66337,0.9156,0.8082,0.69189,0.46215,0.73954,0.97824,0.000792125,0.000792125,0.000792125
39,2479.25,0.6829,0.9614,1.13337,0.67057,0.89558,0.7732,0.66274,0.47698,0.74269,0.98345,0.00077975,0.00077975,0.00077975
40,2542.58,0.65429,0.94104,1.11011,0.68531,0.89916,0.77071,0.66686,0.47804,0.74262,0.9762,0.000767375,0.000767375,0.000767375
41,2605.85,0.66857,0.95341,1.13254,0.68839,0.90345,0.79287,0.68068,0.47011,0.71502,0.9721,0.000755,0.000755,0.000755
42,2669.25,0.65518,0.93778,1.12208,0.72727,0.92066,0.8398,0.72949,0.46576,0.68686,0.96068,0.000742625,0.000742625,0.000742625
43,2732.82,0.64547,0.92448,1.10493,0.70775,0.8866,0.8152,0.70953,0.47054,0.72275,0.96798,0.00073025,0.00073025,0.00073025
44,2796.4,0.64137,0.91611,1.1078,0.7418,0.88091,0.8346,0.73633,0.45174,0.68845,0.95391,0.000717875,0.000717875,0.000717875
45,2859.63,0.64473,0.90687,1.10816,0.65328,0.89918,0.7822,0.69087,0.45333,0.72643,0.95628,0.0007055,0.0007055,0.0007055
46,2923.1,0.61745,0.8751,1.10863,0.73691,0.8938,0.82928,0.72805,0.45976,0.68644,0.97672,0.000693125,0.000693125,0.000693125
47,2986.38,0.63146,0.88897,1.10582,0.70298,0.92828,0.81504,0.71236,0.463,0.7139,0.96474,0.00068075,0.00068075,0.00068075
48,3049.92,0.61476,0.85908,1.08097,0.70486,0.92509,0.83938,0.74083,0.44095,0.68933,0.94322,0.000668375,0.000668375,0.000668375
49,3113.47,0.6195,0.88932,1.08976,0.78073,0.87392,0.86906,0.76375,0.44876,0.66006,0.95263,0.000656,0.000656,0.000656
50,3177.03,0.60864,0.87566,1.08457,0.718,0.91388,0.82481,0.73078,0.45012,0.6883,0.94882,0.000643625,0.000643625,0.000643625
51,3240.15,0.61534,0.85681,1.0964,0.74196,0.92322,0.88151,0.78262,0.42431,0.66236,0.92212,0.00063125,0.00063125,0.00063125
52,3303.58,0.60139,0.83567,1.07817,0.77818,0.87662,0.88526,0.78191,0.44472,0.64768,0.93273,0.000618875,0.000618875,0.000618875
53,3366.86,0.59786,0.83226,1.07264,0.77985,0.87053,0.87444,0.77618,0.43023,0.62011,0.92832,0.0006065,0.0006065,0.0006065
54,3430.44,0.58825,0.82055,1.06884,0.75949,0.9198,0.91531,0.82078,0.43732,0.66149,0.94254,0.000594125,0.000594125,0.000594125
55,3493.95,0.58547,0.79185,1.06107,0.78627,0.87683,0.90899,0.81638,0.4198,0.57754,0.9228,0.00058175,0.00058175,0.00058175
56,3557.21,0.58698,0.79587,1.07546,0.85552,0.87056,0.93204,0.8451,0.41094,0.54813,0.917,0.000569375,0.000569375,0.000569375
57,3620.4,0.56009,0.78331,1.05059,0.86911,0.878,0.93642,0.85114,0.3915,0.52638,0.90955,0.000557,0.000557,0.000557
58,3683.97,0.57252,0.76794,1.05978,0.86632,0.87308,0.95335,0.85987,0.42034,0.52295,0.95157,0.000544625,0.000544625,0.000544625
59,3747.47,0.55507,0.75263,1.04756,0.93624,0.8603,0.95888,0.87456,0.40505,0.47616,0.91861,0.00053225,0.00053225,0.00053225
60,3810.97,0.56068,0.74528,1.05385,0.87176,0.91144,0.95708,0.86086,0.42096,0.48655,0.93235,0.000519875,0.000519875,0.000519875
61,3874.38,0.56884,0.75341,1.05337,0.83912,0.88626,0.95169,0.86368,0.39886,0.55092,0.91981,0.0005075,0.0005075,0.0005075
62,3937.64,0.55265,0.71806,1.03382,0.89096,0.91482,0.96113,0.87762,0.39498,0.45094,0.91033,0.000495125,0.000495125,0.000495125
63,4001.04,0.52911,0.70893,1.03314,0.88681,0.89212,0.95854,0.87588,0.38273,0.46204,0.89801,0.00048275,0.00048275,0.00048275
64,4064.22,0.54442,0.70089,1.04241,0.89244,0.88703,0.96009,0.88102,0.39816,0.45598,0.92061,0.000470375,0.000470375,0.000470375
65,4127.89,0.55036,0.70047,1.04552,0.91875,0.89072,0.9699,0.89615,0.38108,0.44432,0.91489,0.000458,0.000458,0.000458
66,4191.46,0.53276,0.67206,1.03787,0.91234,0.93038,0.97394,0.8996,0.37533,0.39114,0.89366,0.000445625,0.000445625,0.000445625
67,4254.78,0.53542,0.67805,1.03028,0.91948,0.91165,0.97537,0.89255,0.39953,0.41305,0.91267,0.00043325,0.00043325,0.00043325
68,4317.96,0.53075,0.6553,1.03808,0.91634,0.92268,0.96904,0.88953,0.38169,0.44096,0.90067,0.000420875,0.000420875,0.000420875
69,4381.28,0.51087,0.64576,1.02242,0.92427,0.94395,0.97923,0.89841,0.37383,0.37932,0.89521,0.0004085,0.0004085,0.0004085
70,4444.67,0.51251,0.63959,1.02341,0.94925,0.92411,0.97152,0.89438,0.37694,0.38547,0.88991,0.000396125,0.000396125,0.000396125
71,4508.03,0.53095,0.64915,1.04076,0.93768,0.93203,0.97543,0.89157,0.37784,0.37968,0.8961,0.00038375,0.00038375,0.00038375
72,4571.41,0.50436,0.61887,1.02237,0.95607,0.92467,0.97787,0.90405,0.37163,0.36095,0.89359,0.000371375,0.000371375,0.000371375
73,4634.81,0.51512,0.61789,1.02824,0.93845,0.90759,0.97362,0.89698,0.37078,0.38076,0.90024,0.000359,0.000359,0.000359
74,4698.06,0.5075,0.61675,1.02604,0.94383,0.941,0.97951,0.90057,0.36868,0.35808,0.89691,0.000346625,0.000346625,0.000346625
75,4761.32,0.50021,0.60831,1.01783,0.90769,0.93826,0.97483,0.89711,0.3666,0.3969,0.8947,0.00033425,0.00033425,0.00033425
76,4824.86,0.48705,0.57216,1.00947,0.9355,0.91602,0.97217,0.89882,0.36358,0.38328,0.89805,0.000321875,0.000321875,0.000321875
77,4888.1,0.48828,0.57667,1.00895,0.95403,0.92478,0.98084,0.90486,0.35833,0.36314,0.89502,0.0003095,0.0003095,0.0003095
78,4951.63,0.48219,0.56694,1.0072,0.94933,0.91261,0.97534,0.90022,0.36193,0.35943,0.8911,0.000297125,0.000297125,0.000297125
79,5014.82,0.4739,0.55754,0.99387,0.94798,0.90788,0.97535,0.90351,0.36296,0.3625,0.89593,0.00028475,0.00028475,0.00028475
80,5078.22,0.4633,0.5533,0.99325,0.94498,0.93765,0.97994,0.90731,0.35202,0.34449,0.89178,0.000272375,0.000272375,0.000272375
81,5141.56,0.46946,0.55439,0.99764,0.94755,0.93795,0.97959,0.91167,0.35139,0.33779,0.88048,0.00026,0.00026,0.00026
82,5205.22,0.46944,0.55136,0.99267,0.95382,0.93431,0.98011,0.91137,0.35762,0.34258,0.89523,0.000247625,0.000247625,0.000247625
83,5268.89,0.46466,0.53409,0.9952,0.96581,0.93627,0.98315,0.9176,0.34631,0.32294,0.88166,0.00023525,0.00023525,0.00023525
84,5332.43,0.45876,0.53232,0.98807,0.95789,0.94285,0.9835,0.91592,0.34393,0.33128,0.88392,0.000222875,0.000222875,0.000222875
85,5395.54,0.44352,0.51676,0.98509,0.97258,0.92832,0.98342,0.91707,0.34135,0.32992,0.88389,0.0002105,0.0002105,0.0002105
86,5458.98,0.44496,0.5101,0.98102,0.95513,0.93716,0.98269,0.91986,0.34126,0.32362,0.87983,0.000198125,0.000198125,0.000198125
87,5522.48,0.45006,0.50232,0.98396,0.96236,0.93876,0.98278,0.92115,0.34052,0.31739,0.87565,0.00018575,0.00018575,0.00018575
88,5586.21,0.45523,0.50907,0.98131,0.96755,0.93484,0.9864,0.91846,0.34575,0.32234,0.88078,0.000173375,0.000173375,0.000173375
89,5649.52,0.43623,0.48845,0.97567,0.96688,0.94478,0.98744,0.92143,0.33982,0.31093,0.87392,0.000161,0.000161,0.000161
90,5713.11,0.43728,0.49921,0.98315,0.96827,0.94773,0.98581,0.92394,0.3312,0.30138,0.87168,0.000148625,0.000148625,0.000148625
91,5802.03,0.30703,0.3123,0.8687,0.97562,0.94404,0.98477,0.92086,0.33644,0.31643,0.8769,0.00013625,0.00013625,0.00013625
92,5865.51,0.30984,0.30636,0.8655,0.95579,0.93621,0.98443,0.91979,0.34395,0.33109,0.88151,0.000123875,0.000123875,0.000123875
93,5929.18,0.29996,0.29379,0.86491,0.96597,0.95997,0.98495,0.92547,0.33336,0.30507,0.87458,0.0001115,0.0001115,0.0001115
94,5992.94,0.29935,0.3002,0.86306,0.95823,0.95922,0.98433,0.92521,0.33116,0.30283,0.87513,9.9125e-05,9.9125e-05,9.9125e-05
95,6056.66,0.29699,0.28779,0.86576,0.95961,0.95922,0.98471,0.92496,0.32692,0.2987,0.868,8.675e-05,8.675e-05,8.675e-05
96,6119.83,0.28688,0.28566,0.85994,0.95739,0.95641,0.98644,0.92557,0.32921,0.30052,0.86861,7.4375e-05,7.4375e-05,7.4375e-05
97,6183.47,0.27767,0.2713,0.85499,0.96026,0.95241,0.98659,0.92809,0.32471,0.29891,0.86975,6.2e-05,6.2e-05,6.2e-05
98,6246.91,0.28402,0.27409,0.85405,0.96375,0.95956,0.98649,0.92891,0.32442,0.29214,0.867,4.9625e-05,4.9625e-05,4.9625e-05
99,6310.74,0.27988,0.27096,0.85845,0.96131,0.96029,0.98667,0.92713,0.32338,0.29293,0.86723,3.725e-05,3.725e-05,3.725e-05
100,6374.22,0.28011,0.26842,0.84988,0.96364,0.95977,0.98695,0.92939,0.32113,0.2917,0.86494,2.4875e-05,2.4875e-05,2.4875e-05
