epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
123,250.602,0.46803,0.77821,0.52142,0.9009,0,0.63442,0.72429,0.72874,0.57769,0.56892,0.6471,0.64449,0.34295,0.84874,1.6515,1.09049,1.11576,0,0.000177073,0.000177073,0.000177073
124,252.517,0.4519,0.73366,0.52439,0.90492,0,0.66664,0.70843,0.734,0.58352,0.60414,0.62959,0.65314,0.34682,0.85306,1.65062,1.0951,1.12245,0,0.000171074,0.000171074,0.000171074
125,254.474,0.45896,0.72295,0.52103,0.89151,0,0.66761,0.69383,0.73701,0.58513,0.60275,0.60987,0.65148,0.34916,0.8532,1.64407,1.09674,1.12537,0,0.000165074,0.000165074,0.000165074
126,256.435,0.46256,0.75731,0.51974,0.88935,0,0.70874,0.69023,0.73997,0.58575,0.65786,0.61946,0.66363,0.35337,0.84404,1.63607,1.08983,1.12079,0,0.000159075,0.000159075,0.000159075
127,258.397,0.47544,0.81952,0.52298,0.90358,0,0.73536,0.68108,0.73914,0.58603,0.67946,0.6,0.65847,0.35116,0.84612,1.65101,1.08965,1.117,0,0.000153076,0.000153076,0.000153076
128,260.341,0.46891,0.77864,0.53416,0.90513,0,0.75175,0.68207,0.73503,0.58483,0.69393,0.60607,0.65921,0.34766,0.84955,1.66295,1.08679,1.11622,0,0.000147076,0.000147076,0.000147076
129,262.29,0.48386,0.81691,0.54031,0.90935,0,0.73043,0.6904,0.73176,0.57639,0.69225,0.60636,0.6583,0.34559,0.86732,1.66053,1.09128,1.12408,0,0.000141077,0.000141077,0.000141077
130,264.278,0.45266,0.76652,0.51276,0.88769,0,0.70089,0.69931,0.73551,0.58628,0.63763,0.62138,0.65726,0.35183,0.86403,1.62509,1.07042,1.12335,0,0.000135077,0.000135077,0.000135077
131,266.243,0.43155,0.77162,0.5043,0.88572,0,0.70302,0.70268,0.74241,0.59569,0.64014,0.62227,0.66157,0.35439,0.86311,1.60859,1.05279,1.12343,0,0.000129078,0.000129078,0.000129078
132,268.189,0.44765,0.75451,0.50748,0.89397,0,0.67728,0.71169,0.7434,0.5969,0.68527,0.60667,0.66569,0.35665,0.86551,1.59678,1.05048,1.12836,0,0.000123079,0.000123079,0.000123079
133,270.176,0.45874,0.75512,0.51341,0.90685,0,0.72701,0.67097,0.749,0.6024,0.68284,0.60669,0.67265,0.35642,0.87414,1.59061,1.05425,1.13572,0,0.000117079,0.000117079,0.000117079
134,272.197,0.46301,0.77486,0.50086,0.89121,0,0.66838,0.74861,0.75656,0.60279,0.63729,0.64967,0.68683,0.36222,0.88356,1.57825,1.06676,1.1411,0,0.00011108,0.00011108,0.00011108
135,274.238,0.45905,0.76066,0.51406,0.90635,0,0.67171,0.73291,0.75594,0.60756,0.62631,0.64427,0.68887,0.35835,0.87886,1.57228,1.06637,1.13695,0,0.00010508,0.00010508,0.00010508
136,276.182,0.45352,0.79244,0.52095,0.91527,0,0.66145,0.75418,0.75505,0.60651,0.62619,0.65835,0.6865,0.35829,0.8625,1.57617,1.06452,1.12746,0,9.9081e-05,9.9081e-05,9.9081e-05
137,278.12,0.43189,0.71456,0.49322,0.89525,0,0.66943,0.76705,0.75838,0.60723,0.62752,0.66063,0.69258,0.35745,0.85368,1.5742,1.05758,1.12314,0,9.30816e-05,9.30816e-05,9.30816e-05
138,280.099,0.44448,0.7686,0.48879,0.88331,0,0.70731,0.70955,0.76041,0.60848,0.7115,0.58773,0.69067,0.3579,0.84575,1.56691,1.05176,1.11738,0,8.70822e-05,8.70822e-05,8.70822e-05
139,282.041,0.45686,0.77449,0.51042,0.8939,0,0.69179,0.72491,0.75919,0.60784,0.69287,0.60182,0.69304,0.35884,0.84096,1.56452,1.04927,1.11534,0,8.10828e-05,8.10828e-05,8.10828e-05
140,284.061,0.44792,0.74556,0.49504,0.88747,0,0.7027,0.70582,0.75778,0.60754,0.67138,0.62281,0.68971,0.35864,0.83824,1.56018,1.04755,1.1115,0,7.50834e-05,7.50834e-05,7.50834e-05
141,299.73,0.35951,0.58881,0.48483,0.88786,0,0.66804,0.75393,0.75787,0.60119,0.65369,0.62855,0.69359,0.36103,0.83996,1.55955,1.0501,1.11077,0,6.9084e-05,6.9084e-05,6.9084e-05
142,301.559,0.35492,0.57135,0.47859,0.88096,0,0.67301,0.73515,0.75692,0.59027,0.65145,0.67264,0.69085,0.36066,0.85827,1.57208,1.0489,1.12365,0,6.30846e-05,6.30846e-05,6.30846e-05
143,303.351,0.36678,0.59079,0.49717,0.8684,0,0.67575,0.75577,0.75782,0.58715,0.63629,0.66506,0.67896,0.35984,0.87888,1.57959,1.05237,1.13897,0,5.70852e-05,5.70852e-05,5.70852e-05
144,305.167,0.36099,0.58672,0.48119,0.88938,0,0.67572,0.75678,0.76161,0.58638,0.65114,0.66609,0.68374,0.35904,0.88537,1.59082,1.06475,1.14572,0,5.10858e-05,5.10858e-05,5.10858e-05
145,306.98,0.36504,0.57119,0.49341,0.8743,0,0.67688,0.77609,0.7619,0.58841,0.64107,0.66669,0.68803,0.35747,0.88121,1.6044,1.06963,1.14604,0,4.50864e-05,4.50864e-05,4.50864e-05
146,308.932,0.36194,0.578,0.49453,0.89231,0,0.67649,0.79387,0.76261,0.59394,0.6117,0.704,0.69485,0.35797,0.8584,1.60878,1.05095,1.13566,0,3.9087e-05,3.9087e-05,3.9087e-05
147,310.833,0.3663,0.58527,0.50558,0.90677,0,0.67242,0.79494,0.76222,0.59896,0.61691,0.69844,0.68839,0.3543,0.84618,1.6016,1.04283,1.12903,0,3.30876e-05,3.30876e-05,3.30876e-05
148,312.635,0.34632,0.57331,0.47699,0.88364,0,0.66952,0.79665,0.76094,0.59755,0.61966,0.72825,0.69517,0.35626,0.83904,1.59795,1.03254,1.12636,0,2.70882e-05,2.70882e-05,2.70882e-05
149,314.489,0.34667,0.59154,0.47181,0.87433,0,0.66714,0.79286,0.76255,0.60009,0.61147,0.72857,0.70316,0.36024,0.83955,1.59781,1.02009,1.12689,0,2.10888e-05,2.10888e-05,2.10888e-05
150,316.31,0.3554,0.57797,0.48321,0.88312,0,0.66318,0.78846,0.76373,0.59865,0.60766,0.73132,0.70776,0.36058,0.84005,1.59485,1.01281,1.128,0,1.50894e-05,1.50894e-05,1.50894e-05
